Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 04/11  24:00:00,0.598094030181,0.32884063525,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.0982246905575,0.33228890296,0.305950968702
 04/12  01:00:00,0.498689852744,0.273053703945,0.0,0.0,0.0,0.0,0.0,0.0,0.0778763167669,0.0159732064572,0.083814778355,0.305950551164,0.251978350439
 04/12  02:00:00,0.45159206448,0.263349611568,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.0715474182325,0.302403298397,0.242518609986
 04/12  03:00:00,0.439863979685,0.269166964924,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.0640760367584,0.298146595077,0.248629185652
 04/12  04:00:00,0.438424616323,0.313270192322,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.0738992009315,0.286884067541,0.29350823041
 04/12  05:00:00,0.487889473728,0.51372127913,0.0,0.0,0.0,0.0,0.0,0.0,0.055162393814,0.0113143509367,0.0861981667443,0.320139562233,0.491668517924
 04/12  06:00:00,0.632764199349,0.887410379267,0.0,0.0,0.0,0.0,0.0,0.0,0.0908556918118,0.018635402987,0.138308322259,0.369889782292,0.861930582317
 04/12  07:00:00,0.855395431857,0.988912188251,0.0,0.0,0.0,0.0,0.0,0.0,0.168732008579,0.0346085958048,0.213944220876,0.393035606597,0.961837994993
 04/12  08:00:00,0.786574842819,0.957405421655,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.27497430448,0.33228890296,0.934515755108
 04/12  09:00:00,0.712269721648,0.869914037868,0.0,0.0,0.0,0.0,0.0,0.0,0.0648969350723,0.0133110003799,0.336182059337,0.282804726859,0.850433080671
 04/12  10:00:00,0.718512085379,0.76992819645,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.351414911732,0.289455825797,0.749989079393
 04/12  11:00:00,0.733780742012,0.681590871478,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.366594887045,0.289544507116,0.661645645623
 04/12  12:00:00,0.719209716484,0.612440920325,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.356901334072,0.284667034562,0.592831678367
 04/12  13:00:00,0.696650599953,0.572621904165,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.324498591112,0.29451066099,0.552334585616
 04/12  14:00:00,0.795367102851,0.533338781367,0.0,0.0,0.0795322808532,0.0276695904157,0.107201871269,0.0276695904157,0.0519175467279,0.0106488011223,0.299429816056,0.311094067677,0.51190911757
 04/12  15:00:00,0.926984587942,0.539679468936,0.0,0.0,0.15852187424,0.0545154649203,0.213037339161,0.0545154649203,0.0519175467279,0.0106488011223,0.307918976015,0.328386924916,0.517058589506
 04/12  16:00:00,1.05742565287,0.591608964199,0.0,0.0,0.172478943551,0.0607710361807,0.233249979732,0.0607710361807,0.055162393814,0.0113143509367,0.354199750391,0.388424178,0.564852428443
 04/12  17:00:00,1.21348909163,0.700447409663,0.0,0.0,0.145247733765,0.0531409212627,0.198388655028,0.0531409212627,0.0746314896301,0.0153076470953,0.438213000532,0.471873299347,0.667942494878
 04/12  18:00:00,1.11850862618,0.804013371728,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.396885009915,0.512311980892,0.768722845001
 04/12  19:00:00,1.19043848105,0.827803928593,0.0,0.0,0.0,0.0,0.0,0.0,0.269322248299,0.0552406495989,0.321993876894,0.528806706259,0.791377165416
 04/12  20:00:00,1.37965857164,0.770967475782,0.0,0.0,0.0,0.0,0.0,0.0,0.441299150512,0.0905148047656,0.285783239672,0.54698637669,0.733288408992
 04/12  21:00:00,1.39368618045,0.702508545095,0.0,0.0,0.0,0.0,0.0,0.0,0.47699244851,0.0978358486323,0.269566616575,0.534216266729,0.665709145233
 04/12  22:00:00,1.12535967282,0.587776763029,0.0,0.0,0.0,0.0,0.0,0.0,0.356933179471,0.0732104932239,0.217845283247,0.462295716875,0.55593159844
 04/12  23:00:00,0.861698298495,0.468261961787,0.0,0.0,0.0,0.0,0.0,0.0,0.246608325346,0.050581802262,0.147706795011,0.401726375877,0.440589106313
 04/12  24:00:00,0.598094030181,0.340956802103,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.0982246905575,0.33228890296,0.318067135555
 04/13  01:00:00,0.498689852744,0.284106466626,0.0,0.0,0.0,0.0,0.0,0.0,0.0778763167669,0.0159732064572,0.083814778355,0.305950551164,0.263031113119
 04/13  02:00:00,0.45159206448,0.268743299649,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.0715474182325,0.302403298397,0.247912298068
 04/13  03:00:00,0.443693808281,0.394102490648,0.0,0.119563134615,0.0,0.00382982859575,0.00382982859575,0.00382982859575,0.0519175467279,0.0106488011223,0.0640760367584,0.298146595077,0.25400157676
 04/13  04:00:00,0.450548672678,0.71739478464,0.0,0.398830137792,0.0,0.0121240563552,0.0121240563552,0.0121240563552,0.0519175467279,0.0106488011223,0.0738992009315,0.286884067541,0.298802684937
 04/13  05:00:00,0.507739983627,1.20192644107,0.0,0.683425499257,0.0,0.0198505098987,0.0198505098987,0.0198505098987,0.055162393814,0.0113143509367,0.0861981667443,0.320139562233,0.496448180604
 04/13  06:00:00,0.66762016484,2.12768403422,0.0,1.23728196509,0.0,0.0348559654904,0.0348559654904,0.0348559654904,0.0908556918118,0.018635402987,0.138308322259,0.369889782292,0.864922272179
 04/13  07:00:00,0.874394678236,1.67576478453,0.0,0.68426163773,0.0,0.0189992463789,0.0189992463789,0.0189992463789,0.168732008579,0.0346085958048,0.213944220876,0.393035606597,0.964428953544
 04/13  08:00:00,0.800720442102,1.46925578798,0.0,0.50996530328,0.0,0.014145599283,0.014145599283,0.014145599283,0.136283537718,0.0279530976607,0.27497430448,0.33228890296,0.93640081815
 04/13  09:00:00,0.720012510797,1.15276098372,0.0,0.279136552463,0.0,0.00774278914854,0.00774278914854,0.00774278914854,0.0648969350723,0.0133110003799,0.336182059337,0.282804726859,0.854143474057
 04/13  10:00:00,0.72618703385,1.0544533914,0.0,0.276690817153,0.0,0.00767494847112,0.00767494847112,0.00767494847112,0.0519175467279,0.0106488011223,0.351414911732,0.289455825797,0.757823457195
 04/13  11:00:00,0.733780742012,0.691576453058,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.366594887045,0.289544507116,0.671631227203
 04/13  12:00:00,0.719209716484,0.62181530909,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.356901334072,0.284667034562,0.602206067132
 04/13  13:00:00,0.696650599953,0.582406402138,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.324498591112,0.29451066099,0.562119083589
 04/13  14:00:00,0.688165231583,0.541992460048,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.299429816056,0.311094067677,0.520562796251
 04/13  15:00:00,0.713947248781,0.545475182091,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.307918976015,0.328386924916,0.52285430266
 04/13  16:00:00,0.824175673142,0.596958282601,0.0,0.0,0.0,0.0,0.0,0.0,0.055162393814,0.0113143509367,0.354199750391,0.388424178,0.570201746845
 04/13  17:00:00,1.0151004366,0.704242010706,0.0,0.0,0.0,0.0,0.0,0.0,0.0746314896301,0.0153076470953,0.438213000532,0.471873299347,0.671737095921
 04/13  18:00:00,1.11850862618,0.800960926709,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.396885009915,0.512311980892,0.765670399982
 04/13  19:00:00,1.19043848105,0.817451979994,0.0,0.0,0.0,0.0,0.0,0.0,0.269322248299,0.0552406495989,0.321993876894,0.528806706259,0.781025216817
 04/13  20:00:00,1.37965857164,0.762782235303,0.0,0.0,0.0,0.0,0.0,0.0,0.441299150512,0.0905148047656,0.285783239672,0.54698637669,0.725103168512
 04/13  21:00:00,1.39368618045,0.69468585564,0.0,0.0,0.0,0.0,0.0,0.0,0.47699244851,0.0978358486323,0.269566616575,0.534216266729,0.657886455778
 04/13  22:00:00,1.12535967282,0.583342647887,0.0,0.0,0.0,0.0,0.0,0.0,0.356933179471,0.0732104932239,0.217845283247,0.462295716875,0.551497483299
 04/13  23:00:00,0.861698298495,0.464624240594,0.0,0.0,0.0,0.0,0.0,0.0,0.246608325346,0.050581802262,0.147706795011,0.401726375877,0.43695138512
 04/13  24:00:00,0.598094030181,0.338064923424,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.0982246905575,0.33228890296,0.315175256877
 04/14  01:00:00,0.498689852744,0.281893474985,0.0,0.0,0.0,0.0,0.0,0.0,0.0778763167669,0.0159732064572,0.083814778355,0.305950551164,0.260818121478
 04/14  02:00:00,0.452950080596,0.319071079606,0.0,0.0489580601524,0.0,0.00135801611626,0.00135801611626,0.00135801611626,0.0519175467279,0.0106488011223,0.0715474182325,0.302403298397,0.249282017872
 04/14  03:00:00,0.450350336644,0.652342892425,0.0,0.378045362356,0.0,0.0104863569586,0.0104863569586,0.0104863569586,0.0519175467279,0.0106488011223,0.0640760367584,0.298146595077,0.253759750797
 04/14  04:00:00,0.461544026389,1.15164593964,0.0,0.833481617166,0.0,0.0231194100664,0.0231194100664,0.0231194100664,0.0519175467279,0.0106488011223,0.0738992009315,0.286884067541,0.298402360564
 04/14  05:00:00,0.517720602791,1.5926814542,0.0,1.07544689168,0.0,0.0298311290629,0.0298311290629,0.0298311290629,0.055162393814,0.0113143509367,0.0861981667443,0.320139562233,0.495181801322
 04/14  06:00:00,0.678966656876,2.5531616671,0.0,1.6656523201,0.0,0.0462024575269,0.0462024575269,0.0462024575269,0.0908556918118,0.018635402987,0.138308322259,0.369889782292,0.862029550044
 04/14  07:00:00,0.881233803851,1.91962792144,0.0,0.931503356363,0.0,0.0258383719934,0.0258383719934,0.0258383719934,0.168732008579,0.0346085958048,0.213944220876,0.393035606597,0.961050371816
 04/14  08:00:00,0.802706252861,1.53755840366,0.0,0.581556090354,0.0,0.0161314100426,0.0161314100426,0.0161314100426,0.136283537718,0.0279530976607,0.27497430448,0.33228890296,0.93311264676
 04/14  09:00:00,0.715610927795,0.991125716303,0.0,0.120454366914,0.0,0.00334120614734,0.00334120614734,0.00334120614734,0.0648969350723,0.0133110003799,0.336182059337,0.282804726859,0.851190392192
 04/14  10:00:00,0.720731903873,0.85504965921,0.0,0.0800270380095,0.0,0.00221981849394,0.00221981849394,0.00221981849394,0.0519175467279,0.0106488011223,0.351414911732,0.289455825797,0.755083504144
 04/14  11:00:00,0.733780742012,0.687873183314,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.366594887045,0.289544507116,0.667927957459
 04/14  12:00:00,0.719209716484,0.620390704732,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.356901334072,0.284667034562,0.600781462774
 04/14  13:00:00,0.696650599953,0.580011934799,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.324498591112,0.29451066099,0.559724616249
 04/14  14:00:00,0.688165231583,0.540370996092,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.299429816056,0.311094067677,0.518941332294
 04/14  15:00:00,0.713947248781,0.54491750994,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.307918976015,0.328386924916,0.522296630509
 04/14  16:00:00,0.824175673142,0.596021416668,0.0,0.0,0.0,0.0,0.0,0.0,0.055162393814,0.0113143509367,0.354199750391,0.388424178,0.569264880912
 04/14  17:00:00,1.0151004366,0.70278363757,0.0,0.0,0.0,0.0,0.0,0.0,0.0746314896301,0.0153076470953,0.438213000532,0.471873299347,0.670278722785
 04/14  18:00:00,1.11850862618,0.799391969093,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.396885009915,0.512311980892,0.764101442366
 04/14  19:00:00,1.19043848105,0.817065242547,0.0,0.0,0.0,0.0,0.0,0.0,0.269322248299,0.0552406495989,0.321993876894,0.528806706259,0.78063847937
 04/14  20:00:00,1.37965857164,0.762665363363,0.0,0.0,0.0,0.0,0.0,0.0,0.441299150512,0.0905148047656,0.285783239672,0.54698637669,0.724986296572
 04/14  21:00:00,1.39368618045,0.694943278793,0.0,0.0,0.0,0.0,0.0,0.0,0.47699244851,0.0978358486323,0.269566616575,0.534216266729,0.658143878931
 04/14  22:00:00,1.12535967282,0.583529773352,0.0,0.0,0.0,0.0,0.0,0.0,0.356933179471,0.0732104932239,0.217845283247,0.462295716875,0.551684608763
 04/14  23:00:00,0.861698298495,0.465543057308,0.0,0.0,0.0,0.0,0.0,0.0,0.246608325346,0.050581802262,0.147706795011,0.401726375877,0.437870201835
 04/14  24:00:00,0.598094030181,0.339035364666,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.0982246905575,0.33228890296,0.316145698118
 04/15  01:00:00,0.502636876819,0.288660564388,0.0,0.0,0.0,0.0,0.0,0.0,0.0778763167669,0.0159732064572,0.0877618024304,0.305950551164,0.267585210882
 04/15  02:00:00,0.4545840213,0.287008352902,0.0,0.013725340778,0.0,0.000380718392837,0.000380718392837,0.000380718392837,0.0519175467279,0.0106488011223,0.0741586566598,0.302403298397,0.252452010542
 04/15  03:00:00,0.448605804611,0.544392432058,0.0,0.265928545793,0.0,0.00737642075352,0.00737642075352,0.00737642075352,0.0519175467279,0.0106488011223,0.0654414409304,0.298146595077,0.257926106993
 04/15  04:00:00,0.458429459882,0.951724401665,0.0,0.624899606754,0.0,0.0173336879438,0.0173336879438,0.0173336879438,0.0519175467279,0.0106488011223,0.076570356547,0.286884067541,0.307062833
 04/15  05:00:00,0.516659377318,1.43182293128,0.0,0.889497947275,0.0,0.0246732109896,0.0246732109896,0.0246732109896,0.055162393814,0.0113143509367,0.0902948593445,0.320139562233,0.520272222797
 04/15  06:00:00,0.668129137584,1.83701430859,0.0,0.891885076021,0.0,0.0247394260173,0.0247394260173,0.0247394260173,0.0908556918118,0.018635402987,0.148933834476,0.369889782292,0.919649435623
 04/15  07:00:00,0.894832882336,1.71677765025,0.0,0.658874244805,0.0,0.0182760885593,0.0182760885593,0.0182760885593,0.168732008579,0.0346085958048,0.235105582796,0.393035606597,1.03082921219
 04/15  08:00:00,0.829793794589,1.41743822331,0.0,0.388691051526,0.0,0.0107816508778,0.0107816508778,0.0107816508778,0.136283537718,0.0279530976607,0.307411605372,0.33228890296,1.00585750524
 04/15  09:00:00,0.757300780114,0.937277991727,0.0,0.0,0.0,0.0,0.0,0.0,0.0648969350723,0.0133110003799,0.381213117803,0.282804726859,0.917797034529
 04/15  10:00:00,0.769428314669,0.830186166042,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.402331141021,0.289455825797,0.810247048986
 04/15  11:00:00,0.786269501531,0.732967945052,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.419083646564,0.289544507116,0.713022719197
 04/15  12:00:00,0.767020222575,0.657084482601,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.404711840164,0.284667034562,0.637475240643
 04/15  13:00:00,0.740238632468,0.609902150344,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.368086623627,0.29451066099,0.589614831795
 04/15  14:00:00,0.727290803758,0.566475361999,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.338555388231,0.311094067677,0.545045698202
 04/15  15:00:00,0.785334325047,0.569608364168,0.0,0.0,0.0256355099818,0.00869259342879,0.0343281034106,0.00869259342879,0.0519175467279,0.0106488011223,0.34497794887,0.328386924916,0.546987484737
 04/15  16:00:00,0.97528199761,0.627841634446,0.0,0.0,0.0857121195667,0.0294762856537,0.11518840522,0.0294762856537,0.055162393814,0.0113143509367,0.390117669639,0.388424178,0.60108509869
 04/15  17:00:00,1.2801139539,0.74398413638,0.0,0.0,0.170384244499,0.0592773425833,0.229661587082,0.0592773425833,0.0746314896301,0.0153076470953,0.473564930748,0.471873299347,0.711479221595
 04/15  18:00:00,1.39508644491,0.856675118122,0.0,0.0,0.178575982394,0.0636915207862,0.242267503181,0.0636915207862,0.136283537718,0.0279530976607,0.431195325454,0.512311980892,0.821384591395
 04/15  19:00:00,1.43898863138,0.881747592478,0.0,0.0,0.156876929153,0.0574284669827,0.214305396136,0.0574284669827,0.269322248299,0.0552406495989,0.356238631088,0.528806706259,0.845320829301
 04/15  20:00:00,1.58906232062,0.823250093741,0.0,0.0,0.126647450157,0.0479009284934,0.17454837865,0.0479009284934,0.441299150512,0.0905148047656,0.320638609999,0.54698637669,0.78557102695
 04/15  21:00:00,1.55127306463,0.742898094398,0.0,0.0,0.08799628897,0.0339837377469,0.121980026717,0.0339837377469,0.47699244851,0.0978358486323,0.305173474043,0.534216266729,0.706098694537
 04/15  22:00:00,1.1988184934,0.61868944378,0.0,0.0,0.0324056172436,0.0127599914181,0.0451656086618,0.0127599914181,0.356933179471,0.0732104932239,0.246138495171,0.462295716875,0.586844279192
 04/15  23:00:00,0.877233143831,0.48249168106,0.0,0.0,0.0,0.0,0.0,0.0,0.246608325346,0.050581802262,0.163241640347,0.401726375877,0.454818825586
 04/15  24:00:00,0.604667713258,0.338929593218,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.104798373634,0.33228890296,0.316039926671
 04/16  01:00:00,0.502636876819,0.277889506986,0.0,0.0,0.0,0.0,0.0,0.0,0.0778763167669,0.0159732064572,0.0877618024304,0.305950551164,0.256814153479
 04/16  02:00:00,0.454203302907,0.263746084441,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.0741586566598,0.302403298397,0.24291508286
 04/16  03:00:00,0.441229383857,0.271376725489,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.0654414409304,0.298146595077,0.250838946217
 04/16  04:00:00,0.441095771938,0.321871357555,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.076570356547,0.286884067541,0.302109395643
 04/16  05:00:00,0.491986166328,0.537312786769,0.0,0.0,0.0,0.0,0.0,0.0,0.055162393814,0.0113143509367,0.0902948593445,0.320139562233,0.515260025563
 04/16  06:00:00,0.651915648413,1.22084769938,0.0,0.280139795637,0.0,0.00852593684662,0.00852593684662,0.00852593684662,0.0908556918118,0.018635402987,0.148933834476,0.369889782292,0.915228106794
 04/16  07:00:00,0.876556793777,1.05267897499,0.0,0.0,0.0,0.0,0.0,0.0,0.168732008579,0.0346085958048,0.235105582796,0.393035606597,1.02560478173
 04/16  08:00:00,0.819012143711,1.02320811957,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.307411605372,0.33228890296,1.00031845302
 04/16  09:00:00,0.757300780114,0.932003685966,0.0,0.0,0.0,0.0,0.0,0.0,0.0648969350723,0.0133110003799,0.381213117803,0.282804726859,0.912522728768
 04/16  10:00:00,0.769428314669,0.826888384919,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.402331141021,0.289455825797,0.806949267863
 04/16  11:00:00,0.786269501531,0.729963930385,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.419083646564,0.289544507116,0.71001870453
 04/16  12:00:00,0.767020222575,0.655501475107,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.404711840164,0.284667034562,0.635892233149
 04/16  13:00:00,0.740238632468,0.610962781892,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.368086623627,0.29451066099,0.590675463343
 04/16  14:00:00,0.727290803758,0.568841144701,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.338555388231,0.311094067677,0.547411480903
 04/16  15:00:00,0.751006221637,0.573452054901,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.34497794887,0.328386924916,0.55083117547
 04/16  16:00:00,0.86009359239,0.63085733735,0.0,0.0,0.0,0.0,0.0,0.0,0.055162393814,0.0113143509367,0.390117669639,0.388424178,0.604100801594
 04/16  17:00:00,1.05045236682,0.74644434951,0.0,0.0,0.0,0.0,0.0,0.0,0.0746314896301,0.0153076470953,0.473564930748,0.471873299347,0.713939434725
 04/16  18:00:00,1.15281894172,0.857522544352,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.431195325454,0.512311980892,0.822232017625
 04/16  19:00:00,1.22468323524,0.88469566092,0.0,0.0,0.0,0.0,0.0,0.0,0.269322248299,0.0552406495989,0.356238631088,0.528806706259,0.848268897743
 04/16  20:00:00,1.41451394197,0.827861193122,0.0,0.0,0.0,0.0,0.0,0.0,0.441299150512,0.0905148047656,0.320638609999,0.54698637669,0.790182126331
 04/16  21:00:00,1.42929303791,0.747580686877,0.0,0.0,0.0,0.0,0.0,0.0,0.47699244851,0.0978358486323,0.305173474043,0.534216266729,0.710781287015
 04/16  22:00:00,1.15365288474,0.625858770709,0.0,0.0,0.0,0.0,0.0,0.0,0.356933179471,0.0732104932239,0.246138495171,0.462295716875,0.594013606121
 04/16  23:00:00,0.877233143831,0.492214476128,0.0,0.0,0.0,0.0,0.0,0.0,0.246608325346,0.050581802262,0.163241640347,0.401726375877,0.464541620654
 04/16  24:00:00,0.604667713258,0.350895309117,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.104798373634,0.33228890296,0.328005642569
 04/17  01:00:00,0.503125357206,0.435910509985,0.0,0.151741685574,0.0,0.00443550446274,0.00443550446274,0.00443550446274,0.0778763167669,0.0159732064572,0.083814778355,0.305950551164,0.263093470904
 04/17  02:00:00,0.46789554625,0.839354026152,0.0,0.569648017834,0.0,0.01630348177,0.01630348177,0.01630348177,0.0519175467279,0.0106488011223,0.0715474182325,0.302403298397,0.248875006736
 04/17  03:00:00,0.47188148224,1.41934792219,0.0,1.14559758877,0.0,0.0320175025547,0.0320175025547,0.0320175025547,0.0519175467279,0.0106488011223,0.0640760367584,0.298146595077,0.25321255415
 04/17  04:00:00,0.476186703838,1.67761938459,0.0,1.36066822837,0.0,0.0377620875154,0.0377620875154,0.0377620875154,0.0519175467279,0.0106488011223,0.0738992009315,0.286884067541,0.297189194311
 04/17  05:00:00,0.528594720878,1.98086916213,0.0,1.46747149363,0.0,0.0407052471504,0.0407052471504,0.0407052471504,0.055162393814,0.0113143509367,0.0861981667443,0.320139562233,0.491344907294
 04/17  06:00:00,0.698936994589,3.26435125092,0.0,2.38560621705,0.0,0.0661727952398,0.0661727952398,0.0661727952398,0.0908556918118,0.018635402987,0.138308322259,0.369889782292,0.853265236928
 04/17  07:00:00,0.892858392826,2.32847142688,0.0,1.3505833065,0.0,0.0374629609685,0.0374629609685,0.0374629609685,0.168732008579,0.0346085958048,0.213944220876,0.393035606597,0.95081392712
 04/17  08:00:00,0.811830861743,1.85654863387,0.0,0.910508851053,0.0,0.0252560189247,0.0252560189247,0.0252560189247,0.136283537718,0.0279530976607,0.27497430448,0.33228890296,0.923150116269
 04/17  09:00:00,0.724704103097,1.30999798786,0.0,0.448273910501,0.0,0.0124343814494,0.0124343814494,0.0124343814494,0.0648969350723,0.0133110003799,0.336182059337,0.282804726859,0.842243120164
 04/17  10:00:00,0.72691961085,1.07064796715,0.0,0.303101069875,0.0,0.00840752547107,0.00840752547107,0.00840752547107,0.0519175467279,0.0106488011223,0.351414911732,0.289455825797,0.747607780217
 04/17  11:00:00,0.733780742012,0.683020747801,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.366594887045,0.289544507116,0.663075521946
 04/17  12:00:00,0.719209716484,0.61504886072,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.356901334072,0.284667034562,0.595439618762
 04/17  13:00:00,0.696650599953,0.575413738305,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.324498591112,0.29451066099,0.555126419756
 04/17  14:00:00,0.688165231583,0.536855115294,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.299429816056,0.311094067677,0.515425451496
 04/17  15:00:00,0.713947248781,0.542928057014,0.0,0.0,0.0,0.0,0.0,0.0,0.0519175467279,0.0106488011223,0.307918976015,0.328386924916,0.520307177583
 04/17  16:00:00,0.824175673142,0.593461800245,0.0,0.0,0.0,0.0,0.0,0.0,0.055162393814,0.0113143509367,0.354199750391,0.388424178,0.566705264489
 04/17  17:00:00,1.0151004366,0.698511557079,0.0,0.0,0.0,0.0,0.0,0.0,0.0746314896301,0.0153076470953,0.438213000532,0.471873299347,0.666006642294
 04/17  18:00:00,1.11850862618,0.793920675531,0.0,0.0,0.0,0.0,0.0,0.0,0.136283537718,0.0279530976607,0.396885009915,0.512311980892,0.758630148804
 04/17  19:00:00,1.19043848105,0.810743537648,0.0,0.0,0.0,0.0,0.0,0.0,0.269322248299,0.0552406495989,0.321993876894,0.528806706259,0.774316774471
 04/17  20:00:00,1.37965857164,0.758384099816,0.0,0.0,0.0,0.0,0.0,0.0,0.441299150512,0.0905148047656,0.285783239672,0.54698637669,0.720705033026
 04/17  21:00:00,1.39368618045,0.691920620977,0.0,0.0,0.0,0.0,0.0,0.0,0.47699244851,0.0978358486323,0.269566616575,0.534216266729,0.655121221116
 04/17  22:00:00,1.12535967282,0.58038801926,0.0,0.0,0.0,0.0,0.0,0.0,0.356933179471,0.0732104932239,0.217845283247,0.462295716875,0.548542854672
 04/17  23:00:00,0.861698298495,0.464040124549,0.0,0.0,0.0,0.0,0.0,0.0,0.246608325346,0.050581802262,0.147706795011,0.401726375877,0.436367269075
 04/17  24:00:00,0.598094030181,0.338779060513,0.0,0.0,0.0,0.0,0.0,0.0,0.12654898981,0.0259564468536,0.0982246905575,0.33228890296,0.315889393965
 04/18  01:00:00,0.498689852744,0.282125542729,0.0,0.0,0.0,0.0,0.0,0.0,0.0778763167669,0.0159732064572,0.083814778355,0.305950551164,0.261050189222
 04/18  02:00:00,0.454459306845,0.372956833007,0.0,0.103367421412,0.0,0.00286724236493,0.00286724236493,0.00286724236493,0.0519175467279,0.0106488011223,0.0715474182325,0.302403298397,0.248758410013
 04/18  03:00:00,0.449172913005,0.609148066128,0.0,0.335597871025,0.0,0.00930893331998,0.00930893331998,0.00930893331998,0.0519175467279,0.0106488011223,0.0640760367584,0.298146595077,0.253012415831
 04/18  04:00:00,0.453297028251,0.852710929849,0.0,0.536167744297,0.0,0.0148724119278,0.0148724119278,0.0148724119278,0.0519175467279,0.0106488011223,0.0738992009315,0.286884067541,0.296781223641
 04/18  05:00:00,0.508161837801,1.24294967526,0.0,0.730842298422,0.0,0.0202723640727,0.0202723640727,0.0202723640727,0.055162393814,0.0113143509367,0.0861981667443,0.320139562233,0.49005461563
 04/18  06:00:00,0.655734165524,1.70389183876,0.0,0.828093991099,0.0,0.0229699661749,0.0229699661749,0.0229699661749,0.0908556918118,0.018635402987,0.138308322259,0.369889782292,0.850318050711
