,State,Locale,Load Level,File Dir
1332,ME,Waterville AWOS,HIGH,residential_load_data/HIGH/USA_ME_Waterville.AWOS.726073_TMY3_HIGH.csv
1333,ME,Wiscasset AP,HIGH,residential_load_data/HIGH/USA_ME_Wiscasset.AP.727135_TMY3_HIGH.csv
1334,MI,Alpena County Rgnl AP,HIGH,residential_load_data/HIGH/USA_MI_Alpena.County.Rgnl.AP.726390_TMY3_HIGH.csv
1335,MI,Ann Arbor Muni AP,HIGH,residential_load_data/HIGH/USA_MI_Ann.Arbor.Muni.AP.725374_TMY3_HIGH.csv
1336,MI,Battle Creek-Kellogg AP,HIGH,residential_load_data/HIGH/USA_MI_Battle.Creek-Kellogg.AP.725396_TMY3_HIGH.csv
1337,MI,Benton Harbor-Ross Field-Twin Cities AP,HIGH,residential_load_data/HIGH/USA_MI_Benton.Harbor-Ross.Field-Twin.Cities.AP.726355_TMY3_HIGH.csv
1338,MI,Cadillac-Wexford County AP,HIGH,residential_load_data/HIGH/USA_MI_Cadillac-Wexford.County.AP.726384_TMY3_HIGH.csv
1339,MI,Chippewa County Intl AP,HIGH,residential_load_data/HIGH/USA_MI_Chippewa.County.Intl.AP.727344_TMY3_HIGH.csv
1340,MI,Detroit-City AP,HIGH,residential_load_data/HIGH/USA_MI_Detroit-City.AP.725375_TMY3_HIGH.csv
1341,MI,Detroit-Willow Run AP,HIGH,residential_load_data/HIGH/USA_MI_Detroit-Willow.Run.AP.725376_TMY3_HIGH.csv
1342,MI,Detroit Metro AP,HIGH,residential_load_data/HIGH/USA_MI_Detroit.Metro.AP.725370_TMY3_HIGH.csv
1343,MI,Escanaba AWOS,HIGH,residential_load_data/HIGH/USA_MI_Escanaba.AWOS.726480_TMY3_HIGH.csv
1344,MI,Flint-Bishop Intl AP,HIGH,residential_load_data/HIGH/USA_MI_Flint-Bishop.Intl.AP.726370_TMY3_HIGH.csv
1345,MI,Grand Rapids-Kent County Intl AP,HIGH,residential_load_data/HIGH/USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3_HIGH.csv
1346,MI,Hancock-Houghton County AP,HIGH,residential_load_data/HIGH/USA_MI_Hancock-Houghton.County.AP.727440_TMY3_HIGH.csv
1347,MI,Houghton-Lake Roscommon County AP,HIGH,residential_load_data/HIGH/USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3_HIGH.csv
1348,MI,Howell-Livingston County AP,HIGH,residential_load_data/HIGH/USA_MI_Howell-Livingston.County.AP.725378_TMY3_HIGH.csv
1349,MI,Iron Mountain-Ford Field,HIGH,residential_load_data/HIGH/USA_MI_Iron.Mountain-Ford.Field.727437_TMY3_HIGH.csv
1350,MI,Ironwood AWOS,HIGH,residential_load_data/HIGH/USA_MI_Ironwood.AWOS.727445_TMY3_HIGH.csv
1351,MI,Jackson-Reynolds Field,HIGH,residential_load_data/HIGH/USA_MI_Jackson-Reynolds.Field.725395_TMY3_HIGH.csv
1352,MI,Kalamazoo-Battle Creek Intl AP,HIGH,residential_load_data/HIGH/USA_MI_Kalamazoo-Battle.Creek.Intl.AP.726357_TMY3_HIGH.csv
1353,MI,Lansing-Capital City AP,HIGH,residential_load_data/HIGH/USA_MI_Lansing-Capital.City.AP.725390_TMY3_HIGH.csv
1354,MI,Manistee AWOS,HIGH,residential_load_data/HIGH/USA_MI_Manistee.AWOS.726385_TMY3_HIGH.csv
1355,MI,Menominee AWOS,HIGH,residential_load_data/HIGH/USA_MI_Menominee.AWOS.726487_TMY3_HIGH.csv
1356,MI,Mount Clemens-Selfridge ANGB,HIGH,residential_load_data/HIGH/USA_MI_Mount.Clemens-Selfridge.ANGB.725377_TMY3_HIGH.csv
1357,MI,Muskegon County AP,HIGH,residential_load_data/HIGH/USA_MI_Muskegon.County.AP.726360_TMY3_HIGH.csv
1358,MI,Oakland County Intl AP,HIGH,residential_load_data/HIGH/USA_MI_Oakland.County.Intl.AP.726375_TMY3_HIGH.csv
1359,MI,Oscoda-Wurtsmith AFB,HIGH,residential_load_data/HIGH/USA_MI_Oscoda-Wurtsmith.AFB.726395_TMY3_HIGH.csv
1360,MI,Pellston-Emmet County AP,HIGH,residential_load_data/HIGH/USA_MI_Pellston-Emmet.County.AP.727347_TMY3_HIGH.csv
1361,MI,Rhinelander-Oneida County AP,HIGH,residential_load_data/HIGH/USA_MI_Rhinelander-Oneida.County.AP.727415_TMY3_HIGH.csv
1362,MI,Saginaw-Tri City Intl AP,HIGH,residential_load_data/HIGH/USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3_HIGH.csv
1363,MI,Sault Ste Marie-Sanderson Field,HIGH,residential_load_data/HIGH/USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3_HIGH.csv
1364,MI,St Clair County Intl AP,HIGH,residential_load_data/HIGH/USA_MI_St.Clair.County.Intl.AP.725384_TMY3_HIGH.csv
1365,MI,Traverse City-Cherry Capital AP,HIGH,residential_load_data/HIGH/USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3_HIGH.csv
1366,MN,Aitkin AWOS,HIGH,residential_load_data/HIGH/USA_MN_Aitkin.AWOS.727504_TMY3_HIGH.csv
1367,MN,Albert Lea AWOS,HIGH,residential_load_data/HIGH/USA_MN_Albert.Lea.AWOS.726589_TMY3_HIGH.csv
1368,MN,Alexandria Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Alexandria.Muni.AP.726557_TMY3_HIGH.csv
1369,MN,Austin Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Austin.Muni.AP.727566_TMY3_HIGH.csv
1370,MN,Baudette Intl AP,HIGH,residential_load_data/HIGH/USA_MN_Baudette.Intl.AP.727476_TMY3_HIGH.csv
1371,MN,Bemidji Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Bemidji.Muni.AP.727550_TMY3_HIGH.csv
1372,MN,Benson Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Benson.Muni.AP.727507_TMY3_HIGH.csv
1373,MN,Brainerd-Crow Wing County AP,HIGH,residential_load_data/HIGH/USA_MN_Brainerd-Crow.Wing.County.AP.726555_TMY3_HIGH.csv
1374,MN,Cambridge Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Cambridge.Muni.AP.727503_TMY3_HIGH.csv
1375,MN,Cloquet AWOS,HIGH,residential_load_data/HIGH/USA_MN_Cloquet.AWOS.726558_TMY3_HIGH.csv
1376,MN,Crane Lake AWOS,HIGH,residential_load_data/HIGH/USA_MN_Crane.Lake.AWOS.727473_TMY3_HIGH.csv
1377,MN,Crookston Muni Field,HIGH,residential_load_data/HIGH/USA_MN_Crookston.Muni.Field.727452_TMY3_HIGH.csv
1378,MN,Detroit Lakes AWOS,HIGH,residential_load_data/HIGH/USA_MN_Detroit.Lakes.AWOS.727457_TMY3_HIGH.csv
1379,MN,Duluth Intl AP,HIGH,residential_load_data/HIGH/USA_MN_Duluth.Intl.AP.727450_TMY3_HIGH.csv
1380,MN,Edin Prairie-Flying Cloud AP,HIGH,residential_load_data/HIGH/USA_MN_Edin.Prairie-Flying.Cloud.AP.726579_TMY3_HIGH.csv
1381,MN,Ely Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Ely.Muni.AP.727459_TMY3_HIGH.csv
1382,MN,Eveleth Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Eveleth.Muni.AWOS.727474_TMY3_HIGH.csv
1383,MN,Fairmont Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Fairmont.Muni.AWOS.726586_TMY3_HIGH.csv
1384,MN,Faribault Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Faribault.Muni.AWOS.726563_TMY3_HIGH.csv
1385,MN,Fergus Falls AWOS,HIGH,residential_load_data/HIGH/USA_MN_Fergus.Falls.AWOS.726560_TMY3_HIGH.csv
1386,MN,Fosston AWOS,HIGH,residential_load_data/HIGH/USA_MN_Fosston.AWOS.727505_TMY3_HIGH.csv
1387,MN,Glenwood AWOS,HIGH,residential_load_data/HIGH/USA_MN_Glenwood.AWOS.726547_TMY3_HIGH.csv
1388,MN,Grand Rapids AWOS,HIGH,residential_load_data/HIGH/USA_MN_Grand.Rapids.AWOS.727458_TMY3_HIGH.csv
1389,MN,Hallock,HIGH,residential_load_data/HIGH/USA_MN_Hallock.727478_TMY3_HIGH.csv
1390,MN,Hibbing-Chisholm Hibbing AP,HIGH,residential_load_data/HIGH/USA_MN_Hibbing-Chisholm.Hibbing.AP.727455_TMY3_HIGH.csv
1391,MN,Hutchinson AWOS,HIGH,residential_load_data/HIGH/USA_MN_Hutchinson.AWOS.726569_TMY3_HIGH.csv
1392,MN,International Falls Intl AP,HIGH,residential_load_data/HIGH/USA_MN_International.Falls.Intl.AP.727470_TMY3_HIGH.csv
1393,MN,Litchfield Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Litchfield.Muni.AP.726583_TMY3_HIGH.csv
1394,MN,Little Falls AWOS,HIGH,residential_load_data/HIGH/USA_MN_Little.Falls.AWOS.726578_TMY3_HIGH.csv
1395,MN,Mankato AWOS,HIGH,residential_load_data/HIGH/USA_MN_Mankato.AWOS.726585_TMY3_HIGH.csv
1396,MN,Marshall Muni-Ryan Field AWOS,HIGH,residential_load_data/HIGH/USA_MN_Marshall.Muni-Ryan.Field.AWOS.726559_TMY3_HIGH.csv
1397,MN,Minneapolis-Crystal AP,HIGH,residential_load_data/HIGH/USA_MN_Minneapolis-Crystal.AP.726575_TMY3_HIGH.csv
1398,MN,Minneapolis-St Paul Intl AP,HIGH,residential_load_data/HIGH/USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3_HIGH.csv
1399,MN,Mora Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Mora.Muni.AWOS.727475_TMY3_HIGH.csv
1400,MN,Morris Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Morris.Muni.AWOS.726565_TMY3_HIGH.csv
1401,MN,New Ulm Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_New.Ulm.Muni.AWOS.726567_TMY3_HIGH.csv
1402,MN,Orr Rgnl AP,HIGH,residential_load_data/HIGH/USA_MN_Orr.Rgnl.AP.726544_TMY3_HIGH.csv
1403,MN,Owatonna AWOS,HIGH,residential_load_data/HIGH/USA_MN_Owatonna.AWOS.726568_TMY3_HIGH.csv
1404,MN,Park Rapids Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Park.Rapids.Muni.AP.727453_TMY3_HIGH.csv
1405,MN,Pipestone AWOS,HIGH,residential_load_data/HIGH/USA_MN_Pipestone.AWOS.726566_TMY3_HIGH.csv
1406,MN,Red Wing Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Red.Wing.Muni.AP.726564_TMY3_HIGH.csv
1407,MN,Redwood Falls Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Redwood.Falls.Muni.AP.726556_TMY3_HIGH.csv
1408,MN,Rochester Intl AP,HIGH,residential_load_data/HIGH/USA_MN_Rochester.Intl.AP.726440_TMY3_HIGH.csv
1409,MN,Roseau Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Roseau.Muni.AWOS.727477_TMY3_HIGH.csv
1410,MN,Silver Bay Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Silver.Bay.Muni.AP.727556_TMY3_HIGH.csv
1411,MN,South St Paul Muni AP,HIGH,residential_load_data/HIGH/USA_MN_South.St.Paul.Muni.AP.726603_TMY3_HIGH.csv
1412,MN,St Cloud Muni AP,HIGH,residential_load_data/HIGH/USA_MN_St.Cloud.Muni.AP.726550_TMY3_HIGH.csv
1413,MN,St Paul-Downtown AP,HIGH,residential_load_data/HIGH/USA_MN_St.Paul-Downtown.AP.726584_TMY3_HIGH.csv
1414,MN,Thief River AWOS,HIGH,residential_load_data/HIGH/USA_MN_Thief.River.AWOS.727555_TMY3_HIGH.csv
1415,MN,Two Harbors Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Two.Harbors.Muni.AP.727444_TMY3_HIGH.csv
1416,MN,Wheaton AWOS,HIGH,residential_load_data/HIGH/USA_MN_Wheaton.AWOS.727533_TMY3_HIGH.csv
1417,MN,Willmar Muni AP,HIGH,residential_load_data/HIGH/USA_MN_Willmar.Muni.AP.726576_TMY3_HIGH.csv
1418,MN,Winona Muni AWOS,HIGH,residential_load_data/HIGH/USA_MN_Winona.Muni.AWOS.726588_TMY3_HIGH.csv
1419,MN,Worthington AWOS,HIGH,residential_load_data/HIGH/USA_MN_Worthington.AWOS.726587_TMY3_HIGH.csv
1420,MO,Cape Girardeau Muni AP,HIGH,residential_load_data/HIGH/USA_MO_Cape.Girardeau.Muni.AP.723489_TMY3_HIGH.csv
1421,MO,Columbia Rgnl AP,HIGH,residential_load_data/HIGH/USA_MO_Columbia.Rgnl.AP.724450_TMY3_HIGH.csv
1422,MO,Farmington Rgnl AP,HIGH,residential_load_data/HIGH/USA_MO_Farmington.Rgnl.AP.724454_TMY3_HIGH.csv
1423,MO,Fort Leonard Wood-Forney AAF,HIGH,residential_load_data/HIGH/USA_MO_Fort.Leonard.Wood-Forney.AAF.724457_TMY3_HIGH.csv
1424,MO,Jefferson City Mem AP,HIGH,residential_load_data/HIGH/USA_MO_Jefferson.City.Mem.AP.724458_TMY3_HIGH.csv
1425,MO,Joplin Muni AP,HIGH,residential_load_data/HIGH/USA_MO_Joplin.Muni.AP.723495_TMY3_HIGH.csv
1426,MO,Kaiser-Lee Fine Mem AWOS,HIGH,residential_load_data/HIGH/USA_MO_Kaiser-Lee.Fine.Mem.AWOS.724459_TMY3_HIGH.csv
1427,MO,Kansas City Downtown AP,HIGH,residential_load_data/HIGH/USA_MO_Kansas.City.Downtown.AP.724463_TMY3_HIGH.csv
1428,MO,Kansas City Intl AP,HIGH,residential_load_data/HIGH/USA_MO_Kansas.City.Intl.AP.724460_TMY3_HIGH.csv
1429,MO,Kirksville Muni AP,HIGH,residential_load_data/HIGH/USA_MO_Kirksville.Muni.AP.724455_TMY3_HIGH.csv
1430,MO,Poplar Bluff AWOS,HIGH,residential_load_data/HIGH/USA_MO_Poplar.Bluff.AWOS.723300_TMY3_HIGH.csv
1431,MO,Rolla National AP,HIGH,residential_load_data/HIGH/USA_MO_Rolla.National.AP.724456_TMY3_HIGH.csv
1432,MO,Springfield Rgnl AP,HIGH,residential_load_data/HIGH/USA_MO_Springfield.Rgnl.AP.724400_TMY3_HIGH.csv
1433,MO,St Joseph-Rosecrans Mem AP,HIGH,residential_load_data/HIGH/USA_MO_St.Joseph-Rosecrans.Mem.AP.724490_TMY3_HIGH.csv
1434,MO,St Louis-Lambert Intl AP,HIGH,residential_load_data/HIGH/USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3_HIGH.csv
1435,MO,St Louis-Spirit of St Louis AP,HIGH,residential_load_data/HIGH/USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3_HIGH.csv
1436,MO,Whiteman AFB,HIGH,residential_load_data/HIGH/USA_MO_Whiteman.AFB.724467_TMY3_HIGH.csv
1437,MS,Biloxi-Keesler AFB,HIGH,residential_load_data/HIGH/USA_MS_Biloxi-Keesler.AFB.747686_TMY3_HIGH.csv
1438,MS,Columbus AFB,HIGH,residential_load_data/HIGH/USA_MS_Columbus.AFB.723306_TMY3_HIGH.csv
1439,MS,Golden Triangle Rgnl AWOS,HIGH,residential_load_data/HIGH/USA_MS_Golden.Triangle.Rgnl.AWOS.723307_TMY3_HIGH.csv
1440,MS,Greenville Muni AP,HIGH,residential_load_data/HIGH/USA_MS_Greenville.Muni.AP.722356_TMY3_HIGH.csv
1441,MS,Greenwood-Leflore AP,HIGH,residential_load_data/HIGH/USA_MS_Greenwood-Leflore.AP.722359_TMY3_HIGH.csv
1442,MS,Gulfport-Biloxi Intl AP,HIGH,residential_load_data/HIGH/USA_MS_Gulfport-Biloxi.Intl.AP.747685_TMY3_HIGH.csv
1443,MS,Hattiesburg-Laurel AP,HIGH,residential_load_data/HIGH/USA_MS_Hattiesburg-Laurel.AP.722348_TMY3_HIGH.csv
1444,MS,Jackson Intl AP,HIGH,residential_load_data/HIGH/USA_MS_Jackson.Intl.AP.722350_TMY3_HIGH.csv
1445,MS,McComb-Pike Co AP,HIGH,residential_load_data/HIGH/USA_MS_McComb-Pike.Co.AP.722358_TMY3_HIGH.csv
1446,MS,Meridian-Key Field,HIGH,residential_load_data/HIGH/USA_MS_Meridian-Key.Field.722340_TMY3_HIGH.csv
1447,MS,Meridian NAS,HIGH,residential_load_data/HIGH/USA_MS_Meridian.NAS.722345_TMY3_HIGH.csv
1448,MS,Natchez-Hardy Anders Field,HIGH,residential_load_data/HIGH/USA_MS_Natchez-Hardy.Anders.Field.722357_TMY3_HIGH.csv
1449,MS,Tupelo Muni-C D Lemons AP,HIGH,residential_load_data/HIGH/USA_MS_Tupelo.Muni-C.D.Lemons.AP.723320_TMY3_HIGH.csv
1450,MT,Billings-Logan Intl AP,HIGH,residential_load_data/HIGH/USA_MT_Billings-Logan.Intl.AP.726770_TMY3_HIGH.csv
1451,MT,Bozeman-Gallatin Field,HIGH,residential_load_data/HIGH/USA_MT_Bozeman-Gallatin.Field.726797_TMY3_HIGH.csv
1452,MT,Butte-Bert Mooney AP,HIGH,residential_load_data/HIGH/USA_MT_Butte-Bert.Mooney.AP.726785_TMY3_HIGH.csv
1453,MT,Cut Bank Muni AP,HIGH,residential_load_data/HIGH/USA_MT_Cut.Bank.Muni.AP.727796_TMY3_HIGH.csv
1454,MT,Glasgow Intl AP,HIGH,residential_load_data/HIGH/USA_MT_Glasgow.Intl.AP.727680_TMY3_HIGH.csv
1455,MT,Glendive AWOS,HIGH,residential_load_data/HIGH/USA_MT_Glendive.AWOS.726676_TMY3_HIGH.csv
1456,MT,Great Falls Intl AP,HIGH,residential_load_data/HIGH/USA_MT_Great.Falls.Intl.AP.727750_TMY3_HIGH.csv
1457,MT,Havre City-County AP,HIGH,residential_load_data/HIGH/USA_MT_Havre.City-County.AP.727770_TMY3_HIGH.csv
1458,MT,Helena Rgnl AP,HIGH,residential_load_data/HIGH/USA_MT_Helena.Rgnl.AP.727720_TMY3_HIGH.csv
1459,MT,Kalispell-Glacier Park Intl AP,HIGH,residential_load_data/HIGH/USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3_HIGH.csv
1460,MT,Lewistown Muni AP,HIGH,residential_load_data/HIGH/USA_MT_Lewistown.Muni.AP.726776_TMY3_HIGH.csv
1461,MT,Livingston-Mission Field,HIGH,residential_load_data/HIGH/USA_MT_Livingston-Mission.Field.726798_TMY3_HIGH.csv
1462,MT,Miles City Muni AP,HIGH,residential_load_data/HIGH/USA_MT_Miles.City.Muni.AP.742300_TMY3_HIGH.csv
1463,MT,Missoula Intl AP,HIGH,residential_load_data/HIGH/USA_MT_Missoula.Intl.AP.727730_TMY3_HIGH.csv
1464,MT,Sidney-Richland Muni AP,HIGH,residential_load_data/HIGH/USA_MT_Sidney-Richland.Muni.AP.727687_TMY3_HIGH.csv
1465,MT,Wolf Point Intl AP,HIGH,residential_load_data/HIGH/USA_MT_Wolf.Point.Intl.AP.727686_TMY3_HIGH.csv
1466,NC,Asheville Rgnl AP,HIGH,residential_load_data/HIGH/USA_NC_Asheville.Rgnl.AP.723150_TMY3_HIGH.csv
1467,NC,Cape Hatteras,HIGH,residential_load_data/HIGH/USA_NC_Cape.Hatteras.723040_TMY3_HIGH.csv
1468,NC,Charlotte-Douglas Intl AP,HIGH,residential_load_data/HIGH/USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3_HIGH.csv
1469,NC,Cherry Point MCAS,HIGH,residential_load_data/HIGH/USA_NC_Cherry.Point.MCAS.723090_TMY3_HIGH.csv
1470,NC,Elizabeth City CGAS,HIGH,residential_load_data/HIGH/USA_NC_Elizabeth.City.CGAS.746943_TMY3_HIGH.csv
1471,NC,Fayetteville-Pope AFB,HIGH,residential_load_data/HIGH/USA_NC_Fayetteville-Pope.AFB.723030_TMY3_HIGH.csv
1472,NC,Fayetteville Muni AP,HIGH,residential_load_data/HIGH/USA_NC_Fayetteville.Muni.AP.723035_TMY3_HIGH.csv
1473,NC,Fort Bragg-Simmons AAF,HIGH,residential_load_data/HIGH/USA_NC_Fort.Bragg-Simmons.AAF.746930_TMY3_HIGH.csv
1474,NC,Goldsboro-Seymour Johnson AFB,HIGH,residential_load_data/HIGH/USA_NC_Goldsboro-Seymour.Johnson.AFB.723066_TMY3_HIGH.csv
1475,NC,Greensboro-Piedmont Triad Intl AP,HIGH,residential_load_data/HIGH/USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3_HIGH.csv
1476,NC,Hickory Rgnl AP,HIGH,residential_load_data/HIGH/USA_NC_Hickory.Rgnl.AP.723145_TMY3_HIGH.csv
1477,NC,Jacksonville AWOS,HIGH,residential_load_data/HIGH/USA_NC_Jacksonville.AWOS.723069_TMY3_HIGH.csv
1478,NC,Kinston Stallings AFB,HIGH,residential_load_data/HIGH/USA_NC_Kinston.Stallings.AFB.723067_TMY3_HIGH.csv
1479,NC,Manteo-Dare County Rgnl AP,HIGH,residential_load_data/HIGH/USA_NC_Manteo-Dare.County.Rgnl.AP.723046_TMY3_HIGH.csv
1480,NC,New Bern-Craven County Rgnl AP,HIGH,residential_load_data/HIGH/USA_NC_New.Bern-Craven.County.Rgnl.AP.723095_TMY3_HIGH.csv
1481,NC,Pitt Greenville AP,HIGH,residential_load_data/HIGH/USA_NC_Pitt.Greenville.AP.723065_TMY3_HIGH.csv
1482,NC,Raleigh-Durham Intl AP,HIGH,residential_load_data/HIGH/USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3_HIGH.csv
1483,NC,Rocky Mount-Wilson AP,HIGH,residential_load_data/HIGH/USA_NC_Rocky.Mount-Wilson.AP.723068_TMY3_HIGH.csv
1484,NC,Southern Pines-Moore County AP,HIGH,residential_load_data/HIGH/USA_NC_Southern.Pines-Moore.County.AP.723143_TMY3_HIGH.csv
1485,NC,Wilmington Intl AP,HIGH,residential_load_data/HIGH/USA_NC_Wilmington.Intl.AP.723013_TMY3_HIGH.csv
1486,NC,Winston Salem-Smith Reynolds AP,HIGH,residential_load_data/HIGH/USA_NC_Winston.Salem-Smith.Reynolds.AP.723193_TMY3_HIGH.csv
1487,ND,Bismarck Muni AP,HIGH,residential_load_data/HIGH/USA_ND_Bismarck.Muni.AP.727640_TMY3_HIGH.csv
1488,ND,Devils Lake AWOS,HIGH,residential_load_data/HIGH/USA_ND_Devils.Lake.AWOS.727573_TMY3_HIGH.csv
1489,ND,Dickinson Muni AP,HIGH,residential_load_data/HIGH/USA_ND_Dickinson.Muni.AP.727645_TMY3_HIGH.csv
1490,ND,Fargo-Hector Intl AP,HIGH,residential_load_data/HIGH/USA_ND_Fargo-Hector.Intl.AP.727530_TMY3_HIGH.csv
1491,ND,Grand Forks AFB,HIGH,residential_load_data/HIGH/USA_ND_Grand.Forks.AFB.727575_TMY3_HIGH.csv
1492,ND,Grand Forks Intl AP,HIGH,residential_load_data/HIGH/USA_ND_Grand.Forks.Intl.AP.727576_TMY3_HIGH.csv
1493,ND,Jamestown Muni AP,HIGH,residential_load_data/HIGH/USA_ND_Jamestown.Muni.AP.727535_TMY3_HIGH.csv
1494,ND,Minot AFB,HIGH,residential_load_data/HIGH/USA_ND_Minot.AFB.727675_TMY3_HIGH.csv
1495,ND,Minot Intl AP,HIGH,residential_load_data/HIGH/USA_ND_Minot.Intl.AP.727676_TMY3_HIGH.csv
1496,ND,Williston-Sloulin Field Intl AP,HIGH,residential_load_data/HIGH/USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3_HIGH.csv
1497,NE,Ainsworth Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Ainsworth.Muni.AP.725556_TMY3_HIGH.csv
1498,NE,Alliance Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Alliance.Muni.AP.725635_TMY3_HIGH.csv
1499,NE,Beatrice Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Beatrice.Muni.AP.725515_TMY3_HIGH.csv
1500,NE,Bellevue-Offutt AFB,HIGH,residential_load_data/HIGH/USA_NE_Bellevue-Offutt.AFB.725540_TMY3_HIGH.csv
1501,NE,Broken Bow Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Broken.Bow.Muni.AP.725555_TMY3_HIGH.csv
1502,NE,Chadron Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Chadron.Muni.AP.725636_TMY3_HIGH.csv
1503,NE,Columbus Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Columbus.Muni.AP.725565_TMY3_HIGH.csv
1504,NE,Falls City-Brenner Field,HIGH,residential_load_data/HIGH/USA_NE_Falls.City-Brenner.Field.725533_TMY3_HIGH.csv
1505,NE,Fremont Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Fremont.Muni.AP.725564_TMY3_HIGH.csv
1506,NE,Grand Island-Central Nebraska Rgnl AP,HIGH,residential_load_data/HIGH/USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3_HIGH.csv
1507,NE,Hastings Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Hastings.Muni.AP.725525_TMY3_HIGH.csv
1508,NE,Holdrege-Brewster Field,HIGH,residential_load_data/HIGH/USA_NE_Holdrege-Brewster.Field.725628_TMY3_HIGH.csv
1509,NE,Imperial Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Imperial.Muni.AP.725626_TMY3_HIGH.csv
1510,NE,Kearney Muni AWOS,HIGH,residential_load_data/HIGH/USA_NE_Kearney.Muni.AWOS.725526_TMY3_HIGH.csv
1511,NE,Lincoln Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Lincoln.Muni.AP.725510_TMY3_HIGH.csv
1512,NE,McCook Muni AP,HIGH,residential_load_data/HIGH/USA_NE_McCook.Muni.AP.725625_TMY3_HIGH.csv
1513,NE,Norfolk-Karl Stefan Mem AP,HIGH,residential_load_data/HIGH/USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3_HIGH.csv
1514,NE,North Platte Rgnl AP,HIGH,residential_load_data/HIGH/USA_NE_North.Platte.Rgnl.AP.725620_TMY3_HIGH.csv
1515,NE,Omaha-Eppley Airfield,HIGH,residential_load_data/HIGH/USA_NE_Omaha-Eppley.Airfield.725500_TMY3_HIGH.csv
1516,NE,Omaha WSFO,HIGH,residential_load_data/HIGH/USA_NE_Omaha.WSFO.725530_TMY3_HIGH.csv
1517,NE,ONeill-Baker Field,HIGH,residential_load_data/HIGH/USA_NE_ONeill-Baker.Field.725566_TMY3_HIGH.csv
1518,NE,Ord-Sharp Field,HIGH,residential_load_data/HIGH/USA_NE_Ord-Sharp.Field.725524_TMY3_HIGH.csv
1519,NE,Scottsbluff-W B Heilig Field,HIGH,residential_load_data/HIGH/USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3_HIGH.csv
1520,NE,Sidney Muni AP,HIGH,residential_load_data/HIGH/USA_NE_Sidney.Muni.AP.725610_TMY3_HIGH.csv
1521,NE,Tekamah AWOS,HIGH,residential_load_data/HIGH/USA_NE_Tekamah.AWOS.725527_TMY3_HIGH.csv
1522,NE,Valentine-Miller Field,HIGH,residential_load_data/HIGH/USA_NE_Valentine-Miller.Field.725670_TMY3_HIGH.csv
1523,NH,Berlin Muni AP,HIGH,residential_load_data/HIGH/USA_NH_Berlin.Muni.AP.726160_TMY3_HIGH.csv
1524,NH,Concord Muni AP,HIGH,residential_load_data/HIGH/USA_NH_Concord.Muni.AP.726050_TMY3_HIGH.csv
1525,NH,Keene-Dillant Hopkins AP,HIGH,residential_load_data/HIGH/USA_NH_Keene-Dillant.Hopkins.AP.726165_TMY3_HIGH.csv
