,State,Locale,Load Level,File Dir
564,NE,Bellevue-Offutt AFB,BASE,residential_load_data/BASE/USA_NE_Bellevue-Offutt.AFB.725540_TMY3_BASE.csv
565,NE,Broken Bow Muni AP,BASE,residential_load_data/BASE/USA_NE_Broken.Bow.Muni.AP.725555_TMY3_BASE.csv
566,NE,Chadron Muni AP,BASE,residential_load_data/BASE/USA_NE_Chadron.Muni.AP.725636_TMY3_BASE.csv
567,NE,Columbus Muni AP,BASE,residential_load_data/BASE/USA_NE_Columbus.Muni.AP.725565_TMY3_BASE.csv
568,NE,Falls City-Brenner Field,BASE,residential_load_data/BASE/USA_NE_Falls.City-Brenner.Field.725533_TMY3_BASE.csv
569,NE,Fremont Muni AP,BASE,residential_load_data/BASE/USA_NE_Fremont.Muni.AP.725564_TMY3_BASE.csv
570,NE,Grand Island-Central Nebraska Rgnl AP,BASE,residential_load_data/BASE/USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3_BASE.csv
571,NE,Hastings Muni AP,BASE,residential_load_data/BASE/USA_NE_Hastings.Muni.AP.725525_TMY3_BASE.csv
572,NE,Holdrege-Brewster Field,BASE,residential_load_data/BASE/USA_NE_Holdrege-Brewster.Field.725628_TMY3_BASE.csv
573,NE,Imperial Muni AP,BASE,residential_load_data/BASE/USA_NE_Imperial.Muni.AP.725626_TMY3_BASE.csv
574,NE,Kearney Muni AWOS,BASE,residential_load_data/BASE/USA_NE_Kearney.Muni.AWOS.725526_TMY3_BASE.csv
575,NE,Lincoln Muni AP,BASE,residential_load_data/BASE/USA_NE_Lincoln.Muni.AP.725510_TMY3_BASE.csv
576,NE,McCook Muni AP,BASE,residential_load_data/BASE/USA_NE_McCook.Muni.AP.725625_TMY3_BASE.csv
577,NE,Norfolk-Karl Stefan Mem AP,BASE,residential_load_data/BASE/USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3_BASE.csv
578,NE,North Platte Rgnl AP,BASE,residential_load_data/BASE/USA_NE_North.Platte.Rgnl.AP.725620_TMY3_BASE.csv
579,NE,Omaha-Eppley Airfield,BASE,residential_load_data/BASE/USA_NE_Omaha-Eppley.Airfield.725500_TMY3_BASE.csv
580,NE,Omaha WSFO,BASE,residential_load_data/BASE/USA_NE_Omaha.WSFO.725530_TMY3_BASE.csv
581,NE,ONeill-Baker Field,BASE,residential_load_data/BASE/USA_NE_ONeill-Baker.Field.725566_TMY3_BASE.csv
582,NE,Ord-Sharp Field,BASE,residential_load_data/BASE/USA_NE_Ord-Sharp.Field.725524_TMY3_BASE.csv
583,NE,Scottsbluff-W B Heilig Field,BASE,residential_load_data/BASE/USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3_BASE.csv
584,NE,Sidney Muni AP,BASE,residential_load_data/BASE/USA_NE_Sidney.Muni.AP.725610_TMY3_BASE.csv
585,NE,Tekamah AWOS,BASE,residential_load_data/BASE/USA_NE_Tekamah.AWOS.725527_TMY3_BASE.csv
586,NE,Valentine-Miller Field,BASE,residential_load_data/BASE/USA_NE_Valentine-Miller.Field.725670_TMY3_BASE.csv
587,NH,Berlin Muni AP,BASE,residential_load_data/BASE/USA_NH_Berlin.Muni.AP.726160_TMY3_BASE.csv
588,NH,Concord Muni AP,BASE,residential_load_data/BASE/USA_NH_Concord.Muni.AP.726050_TMY3_BASE.csv
589,NH,Keene-Dillant Hopkins AP,BASE,residential_load_data/BASE/USA_NH_Keene-Dillant.Hopkins.AP.726165_TMY3_BASE.csv
590,NH,Laconia Muni AWOS,BASE,residential_load_data/BASE/USA_NH_Laconia.Muni.AWOS.726155_TMY3_BASE.csv
591,NH,Lebanon Muni AP,BASE,residential_load_data/BASE/USA_NH_Lebanon.Muni.AP.726116_TMY3_BASE.csv
592,NH,Manchester Muni AP,BASE,residential_load_data/BASE/USA_NH_Manchester.Muni.AP.743945_TMY3_BASE.csv
593,NH,Mount Washington,BASE,residential_load_data/BASE/USA_NH_Mount.Washington.726130_TMY3_BASE.csv
594,NH,Pease Intl Tradeport,BASE,residential_load_data/BASE/USA_NH_Pease.Intl.Tradeport.726055_TMY3_BASE.csv
595,NJ,Atlantic City Intl AP,BASE,residential_load_data/BASE/USA_NJ_Atlantic.City.Intl.AP.724070_TMY3_BASE.csv
596,NJ,Belmar-Monmouth County AP,BASE,residential_load_data/BASE/USA_NJ_Belmar-Monmouth.County.AP.724084_TMY3_BASE.csv
597,NJ,Caldwell-Essex County AP,BASE,residential_load_data/BASE/USA_NJ_Caldwell-Essex.County.AP.724094_TMY3_BASE.csv
598,NJ,Cape May County AP,BASE,residential_load_data/BASE/USA_NJ_Cape.May.County.AP.745966_TMY3_BASE.csv
599,NJ,McGuire AFB,BASE,residential_load_data/BASE/USA_NJ_McGuire.AFB.724096_TMY3_BASE.csv
600,NJ,Millville Muni AP,BASE,residential_load_data/BASE/USA_NJ_Millville.Muni.AP.724075_TMY3_BASE.csv
601,NJ,Newark Intl AP,BASE,residential_load_data/BASE/USA_NJ_Newark.Intl.AP.725020_TMY3_BASE.csv
602,NJ,Teterboro AP,BASE,residential_load_data/BASE/USA_NJ_Teterboro.AP.725025_TMY3_BASE.csv
603,NJ,Trenton-Mercer County AP,BASE,residential_load_data/BASE/USA_NJ_Trenton-Mercer.County.AP.724095_TMY3_BASE.csv
604,NM,Albuquerque Intl AP,BASE,residential_load_data/BASE/USA_NM_Albuquerque.Intl.AP.723650_TMY3_BASE.csv
605,NM,Carlsbad Cavern City Air Terminal,BASE,residential_load_data/BASE/USA_NM_Carlsbad.Cavern.City.Air.Terminal.722687_TMY3_BASE.csv
606,NM,Clayton Muni AP,BASE,residential_load_data/BASE/USA_NM_Clayton.Muni.AP.723600_TMY3_BASE.csv
607,NM,Clovis-Cannon AFB,BASE,residential_load_data/BASE/USA_NM_Clovis-Cannon.AFB.722686_TMY3_BASE.csv
608,NM,Clovis Muni AWOS,BASE,residential_load_data/BASE/USA_NM_Clovis.Muni.AWOS.722689_TMY3_BASE.csv
609,NM,Deming Muni AP,BASE,residential_load_data/BASE/USA_NM_Deming.Muni.AP.722725_TMY3_BASE.csv
610,NM,Farmington-Four Corners Rgnl AP,BASE,residential_load_data/BASE/USA_NM_Farmington-Four.Corners.Rgnl.AP.723658_TMY3_BASE.csv
611,NM,Gallup-Sen Clarke Field,BASE,residential_load_data/BASE/USA_NM_Gallup-Sen.Clarke.Field.723627_TMY3_BASE.csv
612,NM,Holloman AFB,BASE,residential_load_data/BASE/USA_NM_Holloman.AFB.747320_TMY3_BASE.csv
613,NM,Las Cruces Intl AP,BASE,residential_load_data/BASE/USA_NM_Las.Cruces.Intl.AP.722695_TMY3_BASE.csv
614,NM,Roswell Industrial Air Park,BASE,residential_load_data/BASE/USA_NM_Roswell.Industrial.Air.Park.722680_TMY3_BASE.csv
615,NM,Ruidoso-Sierra Blanca Rgnl AP,BASE,residential_load_data/BASE/USA_NM_Ruidoso-Sierra.Blanca.Rgnl.AP.722683_TMY3_BASE.csv
616,NM,Santa Fe County Muni AP,BASE,residential_load_data/BASE/USA_NM_Santa.Fe.County.Muni.AP.723656_TMY3_BASE.csv
617,NM,Taos Muni AP,BASE,residential_load_data/BASE/USA_NM_Taos.Muni.AP.723663_TMY3_BASE.csv
618,NM,Truth or Consequences Muni AP,BASE,residential_load_data/BASE/USA_NM_Truth.or.Consequences.Muni.AP.722710_TMY3_BASE.csv
619,NM,Tucumcari AP,BASE,residential_load_data/BASE/USA_NM_Tucumcari.AP.723676_TMY3_BASE.csv
620,NV,Elko Muni AP,BASE,residential_load_data/BASE/USA_NV_Elko.Muni.AP.725825_TMY3_BASE.csv
621,NV,Ely-Yelland Field,BASE,residential_load_data/BASE/USA_NV_Ely-Yelland.Field.724860_TMY3_BASE.csv
622,NV,Fallon NAS,BASE,residential_load_data/BASE/USA_NV_Fallon.NAS.724885_TMY3_BASE.csv
623,NV,Las Vegas-McCarran Intl AP,BASE,residential_load_data/BASE/USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3_BASE.csv
624,NV,Lovelock-Derby Field,BASE,residential_load_data/BASE/USA_NV_Lovelock-Derby.Field.725805_TMY3_BASE.csv
625,NV,Mercury-Desert Rock AP,BASE,residential_load_data/BASE/USA_NV_Mercury-Desert.Rock.AP.723870_TMY3_BASE.csv
626,NV,Nellis AFB,BASE,residential_load_data/BASE/USA_NV_Nellis.AFB.723865_TMY3_BASE.csv
627,NV,Reno-Tahoe Intl AP,BASE,residential_load_data/BASE/USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3_BASE.csv
628,NV,Tonopah AP,BASE,residential_load_data/BASE/USA_NV_Tonopah.AP.724855_TMY3_BASE.csv
629,NV,Winnemucca Muni AP,BASE,residential_load_data/BASE/USA_NV_Winnemucca.Muni.AP.725830_TMY3_BASE.csv
630,NY,Albany County AP,BASE,residential_load_data/BASE/USA_NY_Albany.County.AP.725180_TMY3_BASE.csv
631,NY,Binghamton-Edwin A Link Field,BASE,residential_load_data/BASE/USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3_BASE.csv
632,NY,Buffalo-Greater Buffalo Intl AP,BASE,residential_load_data/BASE/USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3_BASE.csv
633,NY,Elmira Rgnl AP,BASE,residential_load_data/BASE/USA_NY_Elmira.Rgnl.AP.725156_TMY3_BASE.csv
634,NY,Fort Drum-Wheeler Sack AAF,BASE,residential_load_data/BASE/USA_NY_Fort.Drum-Wheeler.Sack.AAF.743700_TMY3_BASE.csv
635,NY,Glens Falls-Bennett Mem AP,BASE,residential_load_data/BASE/USA_NY_Glens.Falls-Bennett.Mem.AP.725185_TMY3_BASE.csv
636,NY,Islip-Long Island MacArthur AP,BASE,residential_load_data/BASE/USA_NY_Islip-Long.Island.MacArthur.AP.725035_TMY3_BASE.csv
637,NY,Jamestown AWOS,BASE,residential_load_data/BASE/USA_NY_Jamestown.AWOS.725235_TMY3_BASE.csv
638,NY,Massena AP,BASE,residential_load_data/BASE/USA_NY_Massena.AP.726223_TMY3_BASE.csv
639,NY,Monticello AWOS,BASE,residential_load_data/BASE/USA_NY_Monticello.AWOS.725145_TMY3_BASE.csv
640,NY,New York-Central Park,BASE,residential_load_data/BASE/USA_NY_New.York-Central.Park.725033_TMY3_BASE.csv
641,NY,New York-J F Kennedy Intl AP,BASE,residential_load_data/BASE/USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3_BASE.csv
642,NY,New York-LaGuardia AP,BASE,residential_load_data/BASE/USA_NY_New.York-LaGuardia.AP.725030_TMY3_BASE.csv
643,NY,Newburgh-Stewart Intl AP,BASE,residential_load_data/BASE/USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3_BASE.csv
644,NY,Niagara Falls Intl AP,BASE,residential_load_data/BASE/USA_NY_Niagara.Falls.Intl.AP.725287_TMY3_BASE.csv
645,NY,Poughkeepsie-Dutchess County AP,BASE,residential_load_data/BASE/USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3_BASE.csv
646,NY,Republic AP,BASE,residential_load_data/BASE/USA_NY_Republic.AP.744864_TMY3_BASE.csv
647,NY,Rochester-Greater Rochester Intl AP,BASE,residential_load_data/BASE/USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3_BASE.csv
648,NY,Saranac Lake-Adirondack Rgnl AP,BASE,residential_load_data/BASE/USA_NY_Saranac.Lake-Adirondack.Rgnl.AP.726228_TMY3_BASE.csv
649,NY,Syracuse-Hancock Intl AP,BASE,residential_load_data/BASE/USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3_BASE.csv
650,NY,Utica-Oneida County AP,BASE,residential_load_data/BASE/USA_NY_Utica-Oneida.County.AP.725197_TMY3_BASE.csv
651,NY,Watertown AP,BASE,residential_load_data/BASE/USA_NY_Watertown.AP.726227_TMY3_BASE.csv
652,NY,Westhampton-Suffolk County AP,BASE,residential_load_data/BASE/USA_NY_Westhampton-Suffolk.County.AP.744865_TMY3_BASE.csv
653,NY,White Plains-Westchester County AP,BASE,residential_load_data/BASE/USA_NY_White.Plains-Westchester.County.AP.725037_TMY3_BASE.csv
654,OH,Akron Canton Rgnl AP,BASE,residential_load_data/BASE/USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3_BASE.csv
655,OH,Cincinnati Muni AP-Lunken Field,BASE,residential_load_data/BASE/USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3_BASE.csv
656,OH,Cleveland-Burke Lakefront AP,BASE,residential_load_data/BASE/USA_OH_Cleveland-Burke.Lakefront.AP.725245_TMY3_BASE.csv
657,OH,Cleveland-Hopkins Intl AP,BASE,residential_load_data/BASE/USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3_BASE.csv
658,OH,Columbus-Port Columbus Intl AP,BASE,residential_load_data/BASE/USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3_BASE.csv
659,OH,Dayton-Wright Patterson AFB,BASE,residential_load_data/BASE/USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3_BASE.csv
660,OH,Dayton Intl AP,BASE,residential_load_data/BASE/USA_OH_Dayton.Intl.AP.724290_TMY3_BASE.csv
661,OH,Findlay AP,BASE,residential_load_data/BASE/USA_OH_Findlay.AP.725366_TMY3_BASE.csv
662,OH,Mansfield-Lahm Muni AP,BASE,residential_load_data/BASE/USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3_BASE.csv
663,OH,Ohio State University AP,BASE,residential_load_data/BASE/USA_OH_Ohio.State.University.AP.724288_TMY3_BASE.csv
664,OH,Toledo Express AP,BASE,residential_load_data/BASE/USA_OH_Toledo.Express.AP.725360_TMY3_BASE.csv
665,OH,Youngstown Rgnl AP,BASE,residential_load_data/BASE/USA_OH_Youngstown.Rgnl.AP.725250_TMY3_BASE.csv
666,OH,Zanesville Muni AP,BASE,residential_load_data/BASE/USA_OH_Zanesville.Muni.AP.724286_TMY3_BASE.csv
667,OK,Altus AFB,BASE,residential_load_data/BASE/USA_OK_Altus.AFB.723520_TMY3_BASE.csv
668,OK,Bartlesville-Phillips Field,BASE,residential_load_data/BASE/USA_OK_Bartlesville-Phillips.Field.723565_TMY3_BASE.csv
669,OK,Clinton Sherman AP,BASE,residential_load_data/BASE/USA_OK_Clinton.Sherman.AP.723526_TMY3_BASE.csv
670,OK,Fort Sill-Henry Post AAF,BASE,residential_load_data/BASE/USA_OK_Fort.Sill-Henry.Post.AAF.723550_TMY3_BASE.csv
671,OK,Gage AP,BASE,residential_load_data/BASE/USA_OK_Gage.AP.723527_TMY3_BASE.csv
672,OK,Hobart Muni AP,BASE,residential_load_data/BASE/USA_OK_Hobart.Muni.AP.723525_TMY3_BASE.csv
673,OK,Lawton Muni AP,BASE,residential_load_data/BASE/USA_OK_Lawton.Muni.AP.723575_TMY3_BASE.csv
674,OK,McAlester Rgnl AP,BASE,residential_load_data/BASE/USA_OK_McAlester.Rgnl.AP.723566_TMY3_BASE.csv
675,OK,Oklahoma City-Tinker AFB,BASE,residential_load_data/BASE/USA_OK_Oklahoma.City-Tinker.AFB.723540_TMY3_BASE.csv
676,OK,Oklahoma City-Wiley Post Field,BASE,residential_load_data/BASE/USA_OK_Oklahoma.City-Wiley.Post.Field.723544_TMY3_BASE.csv
677,OK,Oklahoma City-Will Rogers World AP,BASE,residential_load_data/BASE/USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3_BASE.csv
678,OK,Ponca City Muni AP,BASE,residential_load_data/BASE/USA_OK_Ponca.City.Muni.AP.723546_TMY3_BASE.csv
679,OK,Stillwater Rgnl AP,BASE,residential_load_data/BASE/USA_OK_Stillwater.Rgnl.AP.723545_TMY3_BASE.csv
680,OK,Tulsa Intl AP,BASE,residential_load_data/BASE/USA_OK_Tulsa.Intl.AP.723560_TMY3_BASE.csv
681,OK,Vance AFB,BASE,residential_load_data/BASE/USA_OK_Vance.AFB.723535_TMY3_BASE.csv
682,OR,Astoria Rgnl AP,BASE,residential_load_data/BASE/USA_OR_Astoria.Rgnl.AP.727910_TMY3_BASE.csv
683,OR,Aurora State AP,BASE,residential_load_data/BASE/USA_OR_Aurora.State.AP.726959_TMY3_BASE.csv
684,OR,Baker Muni AP,BASE,residential_load_data/BASE/USA_OR_Baker.Muni.AP.726886_TMY3_BASE.csv
685,OR,Burns Muni AP,BASE,residential_load_data/BASE/USA_OR_Burns.Muni.AP.726830_TMY3_BASE.csv
686,OR,Corvallis Muni AP,BASE,residential_load_data/BASE/USA_OR_Corvallis.Muni.AP.726945_TMY3_BASE.csv
687,OR,Eugene-Mahlon Sweet AP,BASE,residential_load_data/BASE/USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3_BASE.csv
688,OR,Klamath Falls Intl AP,BASE,residential_load_data/BASE/USA_OR_Klamath.Falls.Intl.AP.725895_TMY3_BASE.csv
689,OR,La Grande Muni AP,BASE,residential_load_data/BASE/USA_OR_La.Grande.Muni.AP.726884_TMY3_BASE.csv
690,OR,Lakeview AWOS,BASE,residential_load_data/BASE/USA_OR_Lakeview.AWOS.725976_TMY3_BASE.csv
691,OR,Medford-Rogue Valley Intl AP,BASE,residential_load_data/BASE/USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3_BASE.csv
692,OR,North Bend Muni AP,BASE,residential_load_data/BASE/USA_OR_North.Bend.Muni.AP.726917_TMY3_BASE.csv
693,OR,Pendleton-Eastern Oregon Rgnl AP,BASE,residential_load_data/BASE/USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3_BASE.csv
694,OR,Portland-Hillsboro AP,BASE,residential_load_data/BASE/USA_OR_Portland-Hillsboro.AP.726986_TMY3_BASE.csv
695,OR,Portland-Troutdale AP,BASE,residential_load_data/BASE/USA_OR_Portland-Troutdale.AP.726985_TMY3_BASE.csv
696,OR,Portland Intl AP,BASE,residential_load_data/BASE/USA_OR_Portland.Intl.AP.726980_TMY3_BASE.csv
697,OR,Redmond-Roberts Field,BASE,residential_load_data/BASE/USA_OR_Redmond-Roberts.Field.726835_TMY3_BASE.csv
698,OR,Roseburg Rgnl AP,BASE,residential_load_data/BASE/USA_OR_Roseburg.Rgnl.AP.726904_TMY3_BASE.csv
699,OR,Salem-McNary Field,BASE,residential_load_data/BASE/USA_OR_Salem-McNary.Field.726940_TMY3_BASE.csv
700,OR,Sexton Summit,BASE,residential_load_data/BASE/USA_OR_Sexton.Summit.725975_TMY3_BASE.csv
701,PA,Allentown-Lehigh Valley Intl AP,BASE,residential_load_data/BASE/USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3_BASE.csv
702,PA,Altoona-Blair County AP,BASE,residential_load_data/BASE/USA_PA_Altoona-Blair.County.AP.725126_TMY3_BASE.csv
703,PA,Bradford Rgnl AP,BASE,residential_load_data/BASE/USA_PA_Bradford.Rgnl.AP.725266_TMY3_BASE.csv
704,PA,Butler County AWOS,BASE,residential_load_data/BASE/USA_PA_Butler.County.AWOS.725124_TMY3_BASE.csv
705,PA,DuBois-Jefferson County AP,BASE,residential_load_data/BASE/USA_PA_DuBois-Jefferson.County.AP.725125_TMY3_BASE.csv
706,PA,Erie Intl AP,BASE,residential_load_data/BASE/USA_PA_Erie.Intl.AP.725260_TMY3_BASE.csv
707,PA,Franklin-Chess Lemberton AP,BASE,residential_load_data/BASE/USA_PA_Franklin-Chess.Lemberton.AP.725267_TMY3_BASE.csv
708,PA,Harrisburg-Capital City AP,BASE,residential_load_data/BASE/USA_PA_Harrisburg-Capital.City.AP.725118_TMY3_BASE.csv
709,PA,Harrisburg Intl AP,BASE,residential_load_data/BASE/USA_PA_Harrisburg.Intl.AP.725115_TMY3_BASE.csv
710,PA,Johnstown-Cambria County AP,BASE,residential_load_data/BASE/USA_PA_Johnstown-Cambria.County.AP.725127_TMY3_BASE.csv
711,PA,Lancaster AP,BASE,residential_load_data/BASE/USA_PA_Lancaster.AP.725116_TMY3_BASE.csv
712,PA,Philadelphia-NE Philadelphia AP,BASE,residential_load_data/BASE/USA_PA_Philadelphia-NE.Philadelphia.AP.724085_TMY3_BASE.csv
713,PA,Philadelphia Intl AP,BASE,residential_load_data/BASE/USA_PA_Philadelphia.Intl.AP.724080_TMY3_BASE.csv
714,PA,Pittsburgh-Allegheny County AP,BASE,residential_load_data/BASE/USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3_BASE.csv
715,PA,Pittsburgh Intl AP,BASE,residential_load_data/BASE/USA_PA_Pittsburgh.Intl.AP.725200_TMY3_BASE.csv
716,PA,Reading Mem AP-Spaatz Field,BASE,residential_load_data/BASE/USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3_BASE.csv
717,PA,State College-Penn State University,BASE,residential_load_data/BASE/USA_PA_State.College-Penn.State.University.725128_TMY3_BASE.csv
718,PA,Washington AWOS,BASE,residential_load_data/BASE/USA_PA_Washington.AWOS.725117_TMY3_BASE.csv
719,PA,Wilkes-Barre-Scranton Intl AP,BASE,residential_load_data/BASE/USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3_BASE.csv
720,PA,Williamsport Rgnl AP,BASE,residential_load_data/BASE/USA_PA_Williamsport.Rgnl.AP.725140_TMY3_BASE.csv
721,PA,Willow Grove NAS,BASE,residential_load_data/BASE/USA_PA_Willow.Grove.NAS.724086_TMY3_BASE.csv
722,RI,Block Island State AP,BASE,residential_load_data/BASE/USA_RI_Block.Island.State.AP.725058_TMY3_BASE.csv
723,RI,Pawtucket AWOS,BASE,residential_load_data/BASE/USA_RI_Pawtucket.AWOS.725054_TMY3_BASE.csv
724,RI,Providence-T F Green State AP,BASE,residential_load_data/BASE/USA_RI_Providence-T.F.Green.State.AP.725070_TMY3_BASE.csv
725,SC,Anderson County AP,BASE,residential_load_data/BASE/USA_SC_Anderson.County.AP.723125_TMY3_BASE.csv
726,SC,Beaufort MCAS,BASE,residential_load_data/BASE/USA_SC_Beaufort.MCAS.722085_TMY3_BASE.csv
727,SC,Charleston Intl AP,BASE,residential_load_data/BASE/USA_SC_Charleston.Intl.AP.722080_TMY3_BASE.csv
728,SC,Columbia Metro AP,BASE,residential_load_data/BASE/USA_SC_Columbia.Metro.AP.723100_TMY3_BASE.csv
729,SC,Florence Rgnl AP,BASE,residential_load_data/BASE/USA_SC_Florence.Rgnl.AP.723106_TMY3_BASE.csv
730,SC,Greenville-Downtown AP,BASE,residential_load_data/BASE/USA_SC_Greenville-Downtown.AP.723119_TMY3_BASE.csv
731,SC,Greer Greenville-Spartanburg AP,BASE,residential_load_data/BASE/USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3_BASE.csv
732,SC,Myrtle Beach AFB,BASE,residential_load_data/BASE/USA_SC_Myrtle.Beach.AFB.747910_TMY3_BASE.csv
733,SC,New River MCAS,BASE,residential_load_data/BASE/USA_SC_New.River.MCAS.723096_TMY3_BASE.csv
734,SC,North Myrtle Beach-Grand Strand Field,BASE,residential_load_data/BASE/USA_SC_North.Myrtle.Beach-Grand.Strand.Field.747915_TMY3_BASE.csv
735,SC,Shaw AFB,BASE,residential_load_data/BASE/USA_SC_Shaw.AFB.747900_TMY3_BASE.csv
736,SD,Aberdeen Rgnl AP,BASE,residential_load_data/BASE/USA_SD_Aberdeen.Rgnl.AP.726590_TMY3_BASE.csv
737,SD,Brookings AWOS,BASE,residential_load_data/BASE/USA_SD_Brookings.AWOS.726515_TMY3_BASE.csv
738,SD,Ellsworth AFB,BASE,residential_load_data/BASE/USA_SD_Ellsworth.AFB.726625_TMY3_BASE.csv
739,SD,Huron Rgnl AP,BASE,residential_load_data/BASE/USA_SD_Huron.Rgnl.AP.726540_TMY3_BASE.csv
740,SD,Mitchell AWOS,BASE,residential_load_data/BASE/USA_SD_Mitchell.AWOS.726545_TMY3_BASE.csv
741,SD,Mobridge Muni AP,BASE,residential_load_data/BASE/USA_SD_Mobridge.Muni.AP.726685_TMY3_BASE.csv
742,SD,Pierre Muni AP,BASE,residential_load_data/BASE/USA_SD_Pierre.Muni.AP.726686_TMY3_BASE.csv
743,SD,Rapid City Rgnl AP,BASE,residential_load_data/BASE/USA_SD_Rapid.City.Rgnl.AP.726620_TMY3_BASE.csv
744,SD,Sioux Falls-Foss Field,BASE,residential_load_data/BASE/USA_SD_Sioux.Falls-Foss.Field.726510_TMY3_BASE.csv
745,SD,Watertown Muni AP,BASE,residential_load_data/BASE/USA_SD_Watertown.Muni.AP.726546_TMY3_BASE.csv
746,SD,Yankton-Chan Gurney Muni AP,BASE,residential_load_data/BASE/USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3_BASE.csv
747,TN,Bristol-TriCities Rgnl AP,BASE,residential_load_data/BASE/USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3_BASE.csv
748,TN,Chattanooga-Lovell Field AP,BASE,residential_load_data/BASE/USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3_BASE.csv
749,TN,Crossville Mem AP,BASE,residential_load_data/BASE/USA_TN_Crossville.Mem.AP.723265_TMY3_BASE.csv
750,TN,Dyersburg Muni AP,BASE,residential_load_data/BASE/USA_TN_Dyersburg.Muni.AP.723347_TMY3_BASE.csv
751,TN,Jackson-McKellar Sipes Rgnl AP,BASE,residential_load_data/BASE/USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3_BASE.csv
752,TN,Knoxville-McGhee Tyson AP,BASE,residential_load_data/BASE/USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3_BASE.csv
753,TN,Memphis Intl AP,BASE,residential_load_data/BASE/USA_TN_Memphis.Intl.AP.723340_TMY3_BASE.csv
754,TN,Nashville Intl AP,BASE,residential_load_data/BASE/USA_TN_Nashville.Intl.AP.723270_TMY3_BASE.csv
755,TX,Abilene-Dyess AFB,BASE,residential_load_data/BASE/USA_TX_Abilene-Dyess.AFB.690190_TMY3_BASE.csv
756,TX,Abilene Rgnl AP,BASE,residential_load_data/BASE/USA_TX_Abilene.Rgnl.AP.722660_TMY3_BASE.csv
757,TX,Alice Intl AP,BASE,residential_load_data/BASE/USA_TX_Alice.Intl.AP.722517_TMY3_BASE.csv
758,TX,Amarillo Intl AP,BASE,residential_load_data/BASE/USA_TX_Amarillo.Intl.AP.723630_TMY3_BASE.csv
759,TX,Austin-Camp Mabry,BASE,residential_load_data/BASE/USA_TX_Austin-Camp.Mabry.722544_TMY3_BASE.csv
760,TX,Austin-Mueller Muni AP,BASE,residential_load_data/BASE/USA_TX_Austin-Mueller.Muni.AP.722540_TMY3_BASE.csv
761,TX,Brownsville-South Padre Island AP,BASE,residential_load_data/BASE/USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3_BASE.csv
762,TX,Childress Muni AP,BASE,residential_load_data/BASE/USA_TX_Childress.Muni.AP.723604_TMY3_BASE.csv
763,TX,College Station-Easterwood Field,BASE,residential_load_data/BASE/USA_TX_College.Station-Easterwood.Field.722445_TMY3_BASE.csv
764,TX,Corpus Christi Intl AP,BASE,residential_load_data/BASE/USA_TX_Corpus.Christi.Intl.AP.722510_TMY3_BASE.csv
765,TX,Corpus Christi NAS,BASE,residential_load_data/BASE/USA_TX_Corpus.Christi.NAS.722515_TMY3_BASE.csv
766,TX,Cotulla AP,BASE,residential_load_data/BASE/USA_TX_Cotulla.AP.722526_TMY3_BASE.csv
767,TX,Cox Field,BASE,residential_load_data/BASE/USA_TX_Cox.Field.722587_TMY3_BASE.csv
768,TX,Dalhart Muni AP,BASE,residential_load_data/BASE/USA_TX_Dalhart.Muni.AP.722636_TMY3_BASE.csv
769,TX,Dallas-Addison AP,BASE,residential_load_data/BASE/USA_TX_Dallas-Addison.AP.722598_TMY3_BASE.csv
